,artist,song,artist_followers,release_date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
179,ABBA,Summer Night City,822364,1979,0.0116,0.484,215133,0.848,0.0,7,0.264,-5.57,0,0.0377,130.511,4,0.824,29
180,Status Quo,Diggin Burt Bacharach,171078,2002-01-01,0.619,0.647,152462,0.527,0.0281,0,0.0899,-11.209,1,0.0373,170.07,4,0.822,1
181,Widespread Panic,Stop Go,0,2017-09-02,0.0803,0.76,68507,0.732,0.665,8,0.0566,-7.912,1,0.0609,98.053,4,0.965,43
182,Hanson,Wish That I Was There,7294,1983-11-01,0.867,0.486,181307,0.313,0.0,10,0.124,-12.288,1,0.0329,79.029,4,0.527,3
183,Chris Rea,That's The Way It Goes,57934,2010-10-22,0.0885,0.538,193013,0.98,2.03e-06,0,0.512,-5.059,1,0.119,125.484,4,0.758,29
184,Oingo Boingo,Water,11527854,2017-11-10,0.8,0.577,303781,0.593,0.0,9,0.623,-4.816,0,0.137,120.611,5,0.575,79
185,Wet Wet Wet,Celebration,1178566,1973-10-05,0.238,0.668,322549,0.678,6.29e-06,0,0.527,-8.015,1,0.0496,132.584,4,0.778,65
186,Foo Fighters,End Over End,274233,2006-06-06,0.00295,0.419,264947,0.673,0.0,5,0.0943,-6.577,0,0.0391,103.017,4,0.17,55
187,Bonnie Raitt,Circle Dance,1922344,1972-07-17,0.814,0.749,155373,0.601,0.548,0,0.099,-13.553,0,0.115,131.657,4,0.676,42
188,Air Supply,The Scene,1590411,2011-01-01,0.0715,0.859,188453,0.697,0.0,1,0.0761,-3.79,0,0.0569,117.008,4,0.876,65
189,Rush,Cygnus X-1,582558,1978-10-29,0.0734,0.368,1088067,0.642,0.000116,2,0.0996,-8.988,1,0.0443,133.205,4,0.199,33
190,Bob Dylan,I'd Hate To Be You On That Dreadful Day,1777135,1963-01-01,0.918,0.594,119027,0.162,0.0,8,0.124,-14.167,1,0.0488,112.834,4,0.591,20
191,Cheap Trick,It's Only Love,95154,2014-04-01,0.0188,0.665,256167,0.835,0.0,4,0.143,-4.984,1,0.219,75.029,4,0.0988,45
192,Jennifer Lopez,Gotta Be There,231833,1999-09-14,0.148,0.796,264733,0.871,0.000199,5,0.113,-4.135,0,0.127,90.496,4,0.903,40
193,Veruca Salt,Sound Of The Bell,5044,2017-09-15,0.102,0.486,315649,0.268,3.12e-05,8,0.116,-13.025,1,0.0266,84.065,4,0.296,27
194,Billie Holiday,I Can't Face The Music,7988,2006-01-10,0.957,0.624,181467,0.06,0.000159,10,0.323,-17.036,1,0.0521,92.26,4,0.329,38
195,Judds,When King Jesus Calls His Children Home,99666,1996-05-01,0.523,0.883,218573,0.302,3.14e-06,8,0.233,-14.737,1,0.0399,113.563,4,0.786,8
196,Emmylou Harris,Ballad Of Sally Rose,106890,1985-01-14,0.657,0.368,165907,0.194,0.0,10,0.11,-18.351,1,0.0458,150.368,3,0.409,21
197,Natalie Cole,Stand By,122481,1962-08-20,0.57,0.65,180056,0.306,7.07e-06,9,0.0707,-9.443,1,0.0393,118.068,4,0.605,76
198,Ellie Goulding,How Long Will I Love You,4024595,2013-01-01,0.227,0.51,154435,0.308,0.000313,0,0.12,-9.168,1,0.0321,126.349,5,0.138,65
199,Ray Boltz,Awesome God,1262904,2010-04-06,0.0124,0.363,318027,0.662,0.0,6,0.0964,-8.119,0,0.0694,139.945,4,0.139,47
200,HIM,Killing Loneliness,247675,2005-09-26,0.0281,0.436,270560,0.911,0.0054,0,0.127,-4.567,0,0.0711,134.091,4,0.294,51
201,Gloria Gaynor,Gone Too Long,31760,2017-07-07,0.00338,0.477,214307,0.914,0.000316,5,0.067,-4.477,0,0.0763,77.526,4,0.601,33
202,Styx,Too Much Time On My Hands,295692,1981-01-01,0.11,0.795,271267,0.401,0.0,11,0.384,-13.588,0,0.0419,130.986,4,0.923,51
203,Roy Orbison,Penny Arcade,473,2016-05-13,0.225,0.654,203365,0.586,0.00015,0,0.223,-7.427,1,0.0305,120.016,4,0.621,20
204,Bob Seger,Which Way,70612,2017-06-20,0.0165,0.801,263859,0.732,0.788,2,0.214,-6.216,0,0.0453,108.01,4,0.887,43
205,Bon Jovi,Come Back,2322829,2017-07-05,0.00155,0.648,244588,0.881,1.11e-06,11,0.113,-4.42,0,0.081,100.011,4,0.457,66
206,Clash,The Card Cheat,887037,1979,0.22,0.485,229493,0.759,6.44e-05,0,0.0562,-7.743,1,0.0489,143.409,4,0.508,42
207,New Order,Ruined In A Day,480273,1993-05-03,0.0148,0.648,262893,0.734,0.346,9,0.0571,-9.008,0,0.0282,104.999,4,0.826,26
208,Wet Wet Wet,Can't Stand The Night,143,2011-02-07,0.77,0.506,393867,0.133,0.052,7,0.156,-14.286,0,0.033,81.223,4,0.162,0
209,Rascal Flatts,They Try,27821,2015-11-04,0.967,0.573,206427,0.0307,4.11e-06,2,0.123,-20.581,0,0.0482,122.56,4,0.334,42
210,Tina Turner,Do Something,4447853,2017-04-07,0.0498,0.617,247160,0.635,1.44e-05,11,0.164,-6.769,0,0.0317,103.019,4,0.446,86
211,Lucky Dube,Affirmative Action,990548,1996-07-02,0.484,0.665,259800,0.566,0.0,3,0.16,-9.209,0,0.443,173.804,4,0.755,54
212,Marianne Faithfull,Ruby Tuesday,3168947,1967-01-20,0.834,0.518,196493,0.543,0.0,0,0.2,-10.766,1,0.0297,104.528,4,0.579,51
213,Fall Out Boy,Eternal Summer,120055,2010-01-01,1.96e-05,0.502,197453,0.972,0.00026,5,0.931,-5.043,1,0.113,124.069,4,0.328,46
214,Yukmouth,What's Beef,2047002,1997-03-04,0.0526,0.698,315360,0.694,4.73e-06,9,0.314,-4.88,1,0.198,154.845,3,0.615,52
215,Nat King Cole,Hajji Baba,510496,1954-01-01,0.759,0.318,189253,0.299,0.0,0,0.389,-11.639,1,0.0369,71.961,4,0.256,12
216,Tragically Hip,Killing Time,680690,2017-08-04,0.454,0.477,193143,0.581,1.59e-06,10,0.196,-7.555,0,0.117,110.049,4,0.171,66
217,Kris Kristofferson,Ping Pong,4104519,2007-06-12,0.0447,0.749,218053,0.766,0.0,8,0.0347,-4.329,1,0.0477,114.998,4,0.671,50
218,Bryan White,Eugene You Genius,20842,1994,0.086,0.717,204707,0.863,0.0,5,0.0316,-9.159,0,0.0439,127.359,4,0.865,9
219,Waylon Jennings,Grapes On The Vine,257964,2004-01-01,0.326,0.631,176667,0.756,0.00764,0,0.171,-6.568,1,0.0286,101.651,4,0.718,10
220,Michael Bolton,Countin' On You,0,1983-03-08,0.236,0.322,231642,0.699,0.0,0,0.639,-6.245,1,0.032,145.619,4,0.455,0
221,Lady Gaga,Fairy,1630449,2015-10-30,0.115,0.412,126893,0.371,0.079,1,0.334,-10.24,0,0.0335,149.876,4,0.482,62
222,Leonard Cohen,I Tried To Leave You,709824,1974-08-11,0.859,0.511,159987,0.0394,0.0111,4,0.099,-22.216,0,0.0651,74.846,4,0.121,32
223,Notorious B.I.G.,Another,1061669,2017-04-27,0.412,0.834,244747,0.472,6.76e-05,5,0.0836,-7.777,0,0.0873,107.014,4,0.517,78
224,Conway Twitty,Because You Love Me,12478,2017-05-12,0.0125,0.775,199200,0.777,0.0,7,0.0937,-7.312,0,0.0828,100.005,4,0.753,48
225,Alabama,The Boy,3425860,2017-09-14,0.00527,0.577,230427,0.882,0.0,8,0.257,-5.224,1,0.0492,115.022,4,0.564,76
226,Linkin Park,Saturation,116894,2017-06-09,0.147,0.776,161000,0.388,0.0,0,0.394,-9.143,1,0.282,75.01,4,0.294,66
227,Beautiful South,Rotterdam,1193685,2012-11-06,0.891,0.35,469240,0.169,0.445,0,0.268,-22.365,1,0.0449,134.0,4,0.141,50
228,Megadeth,Burning Bridges,469993,2017-02-24,0.12,0.602,217846,0.729,5.06e-05,4,0.18,-4.218,0,0.0533,132.045,4,0.277,59
229,Rolling Stones,Connection,131,2017-01-26,0.974,0.199,69818,0.00937,0.984,7,0.114,-27.362,0,0.0402,88.76,1,0.0327,60
230,Squeeze,Trust,545751,2011-09-02,0.00847,0.56,218013,0.936,0.0,3,0.161,-5.835,1,0.0439,112.96,4,0.371,75
231,Hank Williams Jr.,Honky Tonkin',1667,2010-11-16,0.338,0.674,229382,0.799,0.0,4,0.148,-4.73,1,0.247,176.094,4,0.738,27
232,Avril Lavigne,So Damn Hard,1073,2000,0.0549,0.443,194893,0.739,0.0,3,0.0498,-5.93,1,0.0297,104.526,4,0.774,1
233,Prince,Adore,4105366,2013-10-04,0.111,0.583,278747,0.655,3.57e-06,0,0.113,-5.407,1,0.0315,119.759,4,0.201,72
234,Offspring,Special Delivery,2235524,2010-02-05,0.862,0.415,188733,0.264,1.52e-05,5,0.104,-11.968,0,0.0408,91.958,4,0.457,47
235,Gino Vannelli,In The Name Of Money,12789,2011-01-26,0.62,0.704,273013,0.298,0.152,0,0.0635,-11.999,1,0.042,118.081,4,0.312,19
236,Styx,Great White Hope,295694,1978-01-01,0.00193,0.486,263533,0.837,0.00871,9,0.37,-12.529,1,0.0646,144.474,4,0.519,27
237,Everlast,7 Years,862712,2016-04-01,0.287,0.765,237300,0.473,0.0,10,0.391,-5.829,1,0.0514,119.992,4,0.34,80
238,Within Temptation,Our Solemn Hour,383575,2007-03-12,0.0377,0.265,257053,0.915,2.02e-06,2,0.419,-3.141,0,0.0678,176.006,4,0.395,34
239,Grateful Dead,Just A Little Light,424929,1989-10-31,0.516,0.707,283627,0.736,3.62e-05,9,0.274,-10.65,0,0.04,148.122,4,0.878,14
240,The Beatles,Devil In Her Heart,895093,2014-01-23,0.287,0.605,155141,0.36,0.000346,6,0.633,-10.749,1,0.392,128.241,4,0.434,47
241,Dan Fogelberg,Be On Your Way,432038,1997-05-22,0.81,0.595,326933,0.212,0.000207,2,0.116,-14.5,0,0.0325,110.945,4,0.174,27
242,Great Big Sea,Tickle Cove Pond,264,1953-01-01,0.96,0.85,207667,0.134,0.00745,10,0.0997,-15.275,1,0.0543,109.093,4,0.787,1
243,Tori Amos,American Pie,130250,1971,0.699,0.531,516893,0.481,0.0,4,0.0842,-11.709,0,0.06,138.45,4,0.491,66
244,Harry Belafonte,Haiti Cherie,1206,2002-01-01,0.206,0.761,317400,0.574,0.00186,4,0.122,-8.332,0,0.049,92.986,4,0.79,19
245,Hank Williams,ON THE EVENING TRAIN,1946420,2006-01-01,0.907,0.618,257387,0.294,0.00222,0,0.115,-10.365,1,0.0259,134.24,4,0.227,31
246,Marilyn Manson,I Put A Spell On You,826864,1965-06,0.854,0.318,174000,0.334,0.0,7,0.188,-9.267,0,0.0487,78.508,4,0.541,61
247,Lynyrd Skynyrd,Railroad Song,859049,1975,0.179,0.592,255307,0.78,0.109,7,0.114,-9.643,1,0.0506,150.191,4,0.899,33
248,Neil Sedaka,"Good Times, Good Music And Good Good Friends",1,1999,0.753,0.452,257267,0.305,0.0,10,0.109,-12.512,1,0.0333,87.054,4,0.297,0
249,The White Stripes,Hotel Yorba,1050061,2001,0.454,0.385,130333,0.791,0.0,7,0.0755,-2.647,1,0.0949,194.638,4,0.764,48
250,Cinderella,Make Your Own Way,222874,2009-01-01,0.000128,0.467,291507,0.976,0.224,2,0.301,-3.863,1,0.0972,139.434,4,0.729,16
251,Christina Aguilera,Little Dreamer,262206,2008-09-22,0.577,0.762,237360,0.48,0.000221,10,0.453,-6.958,1,0.0273,125.003,4,0.332,51
252,Kris Kristofferson,Love Of Money,220760,1973,0.236,0.679,439867,0.802,2.33e-06,0,0.132,-7.739,1,0.0406,97.375,4,0.894,52
253,Dolly Parton,Heaven's Just A Prayer Away,402234,2010-04-30,0.322,0.662,165227,0.507,1.27e-05,10,0.0752,-11.819,1,0.0426,110.957,4,0.642,13
254,Otis Redding,Stay In School,2391283,2017-10-23,0.167,0.583,166545,0.658,0.0,0,0.244,-6.054,1,0.287,200.029,4,0.595,48
255,Gary Numan,Cry Clock Said,90417,1999-09-06,0.684,0.839,596240,0.193,0.628,4,0.0715,-15.955,1,0.0532,121.605,3,0.535,12
256,Point Of Grace,I Have No Doubt,9448,2013-01-27,0.0401,0.475,486060,0.959,0.0,5,0.346,-6.606,0,0.0892,144.994,4,0.457,17
257,Iron Maiden,Rainmaker,159914,2017-10-24,0.00378,0.463,230040,0.915,0.0602,4,0.227,-5.313,0,0.0659,192.017,4,0.239,45
258,Tina Turner,Break Through The Barrier,458639,1990-01-01,0.0522,0.741,285840,0.638,0.0,2,0.0421,-10.69,1,0.0252,102.843,4,0.335,9
259,Alice Cooper,Gimme,3168952,1969-12-05,0.463,0.63,270773,0.616,0.0408,1,0.173,-8.128,0,0.0309,118.65,4,0.509,67
260,Red Hot Chili Peppers,I'll Be Your Domino,5166222,2006-12-19,0.0158,0.727,234733,0.987,2.51e-06,0,0.0549,-2.742,1,0.0343,108.021,4,0.773,31
261,Nazareth,Hire And Fire,6244,2005-11-15,0.366,0.92,219293,0.64,0.0,2,0.114,-6.708,1,0.312,92.96,4,0.649,47
262,Guided By Voices,Heavy Metal Country,55465,1996-11-19,0.0327,0.196,196667,0.567,0.255,7,0.103,-7.486,1,0.0321,73.413,4,0.384,6
263,Yes,Every Little Thing,13212,2017-10-13,0.44,0.637,180053,0.444,5.46e-06,0,0.0954,-6.355,1,0.0417,139.775,4,0.319,69
264,Gary Valenciano,Pampanga,2,2017-10-16,0.672,0.617,217021,0.473,0.0,6,0.101,-9.441,1,0.0255,94.022,4,0.378,12
265,Maroon 5,Sunday Morning,58621,2017-07-21,0.00733,0.584,171067,0.716,0.0,0,0.0879,-4.737,1,0.0342,90.005,4,0.525,71
266,Neil Young,Campaigner,811536,2017-09-08,0.201,0.577,259400,0.279,0.00439,5,0.115,-15.674,1,0.0337,117.374,4,0.282,45
267,Zakk Wylde,Stronger Than Death,296255,2000-01-01,0.111,0.434,368800,0.441,0.419,11,0.112,-10.867,0,0.0302,127.159,4,0.0398,29
268,Patti Smith,Free Money,558345,2016-09-02,0.0299,0.935,196760,0.459,0.0,11,0.128,-7.849,1,0.269,128.094,4,0.208,40
269,Adam Sandler,Teenage Love On The Phone,38561,1993-09-24,0.172,0.614,153733,0.279,0.0,10,0.14,-17.042,0,0.941,178.276,3,0.37,17
270,Cyndi Lauper,Raging Storm,5496,2014,0.000663,0.333,216500,0.885,0.872,5,0.122,-5.732,1,0.366,160.117,4,0.309,17
271,Foo Fighters,Miss The Misery,481844,2012-04-09,0.009,0.469,183507,0.969,1.11e-05,0,0.346,-2.219,1,0.0589,164.042,4,0.476,63
272,Ace Of Base,Adventures In Paradise,70151,1975-05-22,0.315,0.589,250867,0.437,0.00127,6,0.0944,-12.581,0,0.0487,83.263,4,0.731,43
273,Kelly Clarkson,What If,732864,2017-11-10,0.0158,0.575,196533,0.694,0.0,1,0.108,-5.675,1,0.0709,77.539,4,0.442,66
274,Gloria Estefan,Bad Boy,151206,2017-03-11,0.0353,0.748,233251,0.69,0.0,0,0.315,-3.812,0,0.0477,131.972,4,0.433,78
275,Def Leppard,Wasted,1455098,2016-05-06,0.0628,0.626,233827,0.831,0.0,7,0.0799,-5.69,1,0.0481,100.009,4,0.304,63
276,David Guetta,When Love Takes Over,10545269,2009-08-21,0.0157,0.674,191000,0.862,0.000427,11,0.169,-4.614,1,0.0253,129.965,4,0.5,58
277,Justin Timberlake,Gimme What I Don't Know,4876582,2013-09-27,0.0791,0.712,315307,0.652,0.000207,7,0.131,-8.037,1,0.11,102.01,4,0.272,39
278,Bee Gees,If I Can't Have You,10849,1997-01-01,0.109,0.618,180160,0.68,0.0,8,0.322,-10.679,0,0.0395,109.487,4,0.875,48
279,Judas Priest,You Say Yes,47227,2017-06-02,0.0942,0.269,286534,0.633,0.0,9,0.159,-5.927,1,0.0453,78.006,4,0.17,40
280,Cheap Trick,Next Position Please,235844,1983,0.0352,0.555,208360,0.852,1.97e-06,9,0.0853,-9.488,1,0.0278,135.147,4,0.727,21
281,Tim Buckley,Grief In My Soul,40821,1966,0.407,0.604,125307,0.617,0.0,9,0.0865,-11.749,1,0.0354,121.165,4,0.734,11
282,Point Of Grace,Promise My Prayers,34604,2002-08-06,0.00626,0.408,270200,0.824,0.0,6,0.175,-3.857,1,0.0367,176.064,4,0.354,5
283,Kelly Clarkson,Hello,7376631,2015-10-23,0.336,0.481,295493,0.451,0.0,5,0.0872,-6.095,0,0.0347,157.966,4,0.289,69
284,Vanessa Williams,Happiness,2037325,2009-01-01,0.511,0.629,295293,0.622,0.000174,0,0.383,-8.906,1,0.0404,115.293,4,0.264,70
285,Kelly Clarkson,Forever Part Of Me,28619,2015-06-23,0.308,0.474,346974,0.716,0.000319,10,0.142,-7.222,1,0.0537,79.258,4,0.714,26
286,Eurythmics,I Need You,112862,2013-04-19,0.517,0.457,205667,0.451,0.0,10,0.0928,-6.997,1,0.029,74.923,4,0.185,63
287,America,Old Virginia,191267,2013-06-25,0.427,0.402,294643,0.704,0.000222,7,0.241,-5.638,1,0.0474,147.744,4,0.639,34
288,Religious Music,Go Tell It On The Mountain,215090,2017-11-10,0.15,0.521,198453,0.833,0.0,7,0.0752,-6.626,1,0.0534,159.044,3,0.642,26
289,Overkill,Thunderhead,6701,2016-03-11,0.002,0.407,263500,0.886,0.000907,7,0.212,-6.529,1,0.138,161.248,4,0.755,37
290,Donna Summer,I Will Survive,120625,2000-01-01,0.0181,0.775,198066,0.731,0.00952,0,0.253,-8.715,1,0.0536,116.66,4,0.558,65
291,Unseen,No Master Race,21627,1991,0.0138,0.84,287507,0.516,2.42e-05,6,0.127,-14.729,0,0.211,93.021,4,0.523,7
292,Paul McCartney,Get Back,126546,2016-09-23,0.0142,0.704,165773,0.713,0.0,7,0.238,-3.411,1,0.0719,99.301,4,0.592,67
293,Whitney Houston,Someone For Me,8101,2017-04-07,0.136,0.601,169832,0.613,0.0,11,0.0707,-9.067,0,0.0352,97.939,4,0.511,32
294,Violent Femmes,I Hear The Rain,179619,1984,0.707,0.693,91227,0.524,0.0,5,0.206,-13.165,1,0.0984,113.784,4,0.935,27
295,Bon Jovi,Bed Of Roses,2134923,1992-11-03,0.103,0.313,394400,0.58,0.0,5,0.214,-5.61,1,0.0279,165.038,3,0.181,55
296,Pogues,The Band Played Waltzing Matilda,142615,1985,0.457,0.634,490480,0.132,0.000229,9,0.125,-20.226,1,0.0344,104.788,3,0.197,38
297,Venom,Parasite,1522366,2011,7.07e-05,0.442,204827,0.973,0.028,10,0.0438,-3.817,0,0.0436,164.031,4,0.762,48
298,Wishbone Ash,Sing Out The Song,9451,2006-08-15,0.0138,0.444,214000,0.961,0.0,4,0.171,-3.951,1,0.0724,147.06,4,0.466,23
299,Venom,Countess Bathory,89050,1982-11-01,1.05e-05,0.28,224907,0.817,0.000327,1,0.392,-11.359,1,0.0417,135.698,4,0.221,37
300,Ace Of Base,Beautiful Morning,14734,2014-02-11,0.452,0.565,210933,0.5,0.0,7,0.137,-8.822,1,0.031,70.984,4,0.242,46
301,Inna,Inndia,555287,2014-10-14,0.0997,0.695,214030,0.714,0.000107,2,0.269,-3.7,0,0.0754,156.045,4,0.69,29
302,Insane Clown Posse,Rollin' Over,171007,2011-03-25,0.0214,0.529,149827,0.937,0.000373,7,0.332,-3.966,1,0.0781,125.577,5,0.553,24
303,Loretta Lynn,Old Rooster,0,2015-08-18,0.0133,0.773,160862,0.966,0.222,9,0.17,-11.654,0,0.0586,99.986,4,0.813,11
304,Metallica,All Within My Hands,4605900,2003-06-05,0.00392,0.553,525893,0.966,0.00241,10,0.237,-4.489,0,0.086,105.786,4,0.302,32
305,Judas Priest,Dead Meat,217702,1981,0.185,0.287,260693,0.975,0.00924,10,0.46,-8.732,1,0.0796,169.424,4,0.441,49
306,Ramones,Too Tough To Die,852073,1984-10-01,0.00234,0.468,157587,0.946,2.75e-05,9,0.0844,-7.597,1,0.0636,160.034,4,0.609,29
307,Stevie Wonder,In Your Corner,38090,2017-11-17,0.512,0.604,198619,0.406,8.8e-05,11,0.161,-7.604,1,0.0314,109.774,4,0.0868,0
308,Savage Garden,Affirmation,245142,1999-11-09,0.32,0.61,250360,0.497,6.11e-05,9,0.0884,-9.88,1,0.0279,85.031,4,0.739,48
309,Doors,Cars Hiss By My Window,1922355,1971-04-19,0.738,0.573,249533,0.121,0.0273,4,0.105,-16.014,1,0.0453,71.642,4,0.463,46
310,George Michael,Kissing A Fool,622867,1998-11-09,0.168,0.394,275333,0.274,8.55e-06,5,0.105,-14.314,1,0.031,116.801,3,0.166,54
311,Cliff Richard,It'll Be Me,358,1956-01-01,0.935,0.655,131627,0.662,0.00235,9,0.286,-8.376,1,0.0372,107.17,4,0.89,2
312,Kris Kristofferson,One Day At A Time,4163245,2017-11-03,0.764,0.498,209380,0.324,0.0,1,0.113,-7.968,1,0.0349,129.405,4,0.34,71
313,Dusty Springfield,All I Have To Offer You Is Love,148231,2001-01-01,0.77,0.575,204693,0.235,1.17e-05,5,0.105,-15.258,1,0.0274,101.38,4,0.648,11
314,Hank Williams Jr.,I Can't Be Myself,2840,2013-01-01,0.0365,0.521,255093,0.833,0.0,5,0.107,-6.269,0,0.0854,138.45,4,0.688,20
315,Insane Clown Posse,Bang! Pow! Boom!,171522,2010-04-01,0.28,0.805,298067,0.823,0.0,0,0.699,-3.37,1,0.257,100.031,4,0.871,34
316,Iron Maiden,Moonchild,28005,2017-05-26,0.425,0.544,246147,0.3,0.00425,1,0.361,-13.229,1,0.0755,89.945,4,0.169,50
317,Dean Martin,Five Foot Two Eyes Of Blue,1655,2009-06-02,0.995,0.766,171360,0.232,0.499,8,0.175,-15.337,0,0.179,113.076,4,0.661,35
318,Ingrid Michaelson,Glass,3088434,2010-10-06,0.00629,0.7,203333,0.695,0.0,7,0.0319,-4.973,1,0.0897,122.028,4,0.633,74
319,Indiana Bible College,When I Speak Your Name,78577,2010-12-06,0.313,0.233,313213,0.565,0.0,4,0.665,-6.418,1,0.0389,139.762,4,0.196,37
320,Adele,Love In The Dark,7376637,2016-06-24,0.536,0.333,285947,0.341,0.0,9,0.109,-6.025,0,0.0304,109.812,4,0.142,60
321,Regine Velasquez,Ikaw,287587,2014-10-30,0.575,0.654,284920,0.336,0.0,10,0.0784,-7.21,1,0.0307,120.027,4,0.105,61
322,Idina Menzel,Reach,10565,2017-06-21,0.552,0.259,253600,0.423,0.00485,0,0.107,-9.692,1,0.0695,173.057,3,0.126,53
323,Ramones,53rd And 3rd,852073,1976-04-23,0.000711,0.395,141333,0.883,0.0517,9,0.0767,-1.12,1,0.0452,135.131,4,0.86,42
324,Perry Como,Dance Only With Me,27821,2015-11-04,0.987,0.377,178027,0.0156,0.351,7,0.132,-20.989,0,0.0389,76.639,3,0.162,22
325,Ozzy Osbourne,So Cold,358957,2017-03-16,0.0282,0.594,189507,0.896,1.5e-05,0,0.185,-4.114,0,0.0409,105.01,4,0.837,59
326,Michael W. Smith,Lamu,149999,1986,0.0173,0.541,359867,0.847,0.0146,0,0.162,-11.16,1,0.0448,120.611,4,0.698,16
327,Jennifer Lopez,Ride Or Die,616652,2017-10-27,0.0149,0.697,286253,0.92,0.0,0,0.307,-4.749,1,0.164,149.028,4,0.421,51
328,Natalie Grant,The Way It Is With Love,98876,1999,0.468,0.721,299400,0.496,1.89e-06,6,0.103,-10.037,1,0.0293,92.01,4,0.473,6
329,Arrogant Worms,The Scotsman,2479,2001-12-18,0.757,0.755,141093,0.433,0.0,2,0.633,-11.828,1,0.114,115.275,4,0.769,39
330,Kid Rock,Bawitdaba,372352,1998-08-05,0.00172,0.551,265840,0.939,0.000239,11,0.109,-5.371,1,0.171,90.592,4,0.367,61
331,Pat Benatar,I'm Gonna Follow You,262713,1980,0.086,0.593,269667,0.516,0.00255,4,0.0776,-11.81,0,0.0348,155.327,4,0.576,30
332,Bob Dylan,Early Morning Rain,41143,2016-03-01,0.139,0.0,87874,0.955,0.997,0,0.425,-20.356,1,0.0,0.0,0,0.0,56
333,Christina Aguilera,Car Wash,90454,1976-01-01,0.183,0.665,309493,0.53,4.28e-05,9,0.0613,-13.187,0,0.108,115.046,4,0.864,44
334,Lady Gaga,The Fame,2399925,2012-09-10,0.0653,0.421,202533,0.873,0.0,10,0.123,-4.343,1,0.0565,84.803,4,0.63,71
335,Beach Boys,Girls On The Beach,891908,1974,0.817,0.217,147333,0.306,0.0,4,0.109,-16.323,1,0.0335,209.484,3,0.409,21
336,Depeche Mode,Enjoy The Silence,1140429,1990,0.155,0.641,257333,0.812,4.43e-05,0,0.078,-7.945,0,0.0293,112.777,4,0.822,62
337,Elvis Costello,I Turn Around,67837,2000-01-01,0.149,0.836,284723,0.811,0.000144,8,0.591,-6.208,1,0.103,109.437,4,0.883,37
338,Poison,Talk Dirty To Me,538994,2011-04-29,0.00888,0.49,224960,0.951,0.00126,11,0.376,-3.888,1,0.0966,158.075,4,0.628,58
339,Michael Jackson,Alright Now,172942,2016-09-16,0.886,0.39,279358,0.201,0.00202,5,0.0918,-13.596,1,0.0451,128.052,4,0.141,51
340,Kinks,All Night Stand,7964859,2012-05-25,0.00662,0.582,173440,0.902,0.0,4,0.19,-3.647,1,0.0622,124.993,4,0.91,50
341,Kenny Chesney,The Road And The Radio,1259619,2005-11-06,0.33,0.509,235773,0.547,9.45e-05,0,0.358,-6.132,1,0.0299,125.889,3,0.282,49
342,Rascal Flatts,Come Wake Me Up,972789,2012-01-01,0.271,0.421,263253,0.633,0.0,4,0.113,-6.837,1,0.0433,155.715,3,0.161,54
343,Modern Talking,Who Will Be There?,120814,1994-01-01,0.717,0.377,191827,0.305,0.000444,7,0.322,-13.351,1,0.0321,189.838,4,0.621,18
344,John Mellencamp,For The Children,41143,2016-03-01,0.769,0.13,89230,0.653,0.992,2,0.175,-23.888,1,0.061,86.728,3,0.0148,68
345,Perry Como,Breezin' Along With The Breeze,510497,2014-05-27,0.8,0.524,149253,0.323,0.0,5,0.129,-8.623,0,0.0363,129.179,4,0.366,21
346,Isley Brothers,Livin' In The Life,468139,2016-08-12,0.119,0.59,188733,0.826,0.0,2,0.102,-4.94,1,0.0782,142.074,4,0.556,40
347,Religious Music,As The Deer,3813,2000,0.994,0.514,144533,0.0349,0.926,2,0.102,-20.247,1,0.0464,113.978,4,0.226,45
348,David Bowie,Conversation Piece,2438210,2016-10-14,0.35,0.425,299253,0.593,0.488,4,0.216,-7.419,1,0.0241,170.506,4,0.653,60
349,The White Stripes,I Can't Wait,3348,1994-01-01,0.294,0.625,170880,0.52,5.99e-05,6,0.0951,-14.213,1,0.0586,98.819,4,0.902,65
350,Queen,Headlong,5133041,1991-02-05,0.208,0.565,277773,0.916,1.89e-05,2,0.197,-5.143,1,0.0876,144.039,4,0.364,39
351,Bonnie Raitt,Feeling Of Falling,102851,2004-12-03,0.802,0.166,105627,0.0647,0.831,2,0.102,-25.503,1,0.0347,89.34,3,0.0329,19
352,Bob Marley,"Iron, Lion, Zion",3758417,2004-01-01,0.0113,0.715,193587,0.598,0.00058,6,0.197,-7.912,0,0.0403,142.386,4,0.779,50
353,Devo,Cold War,358958,2014-10-31,0.0243,0.464,200360,0.713,6.24e-06,2,0.566,-4.046,1,0.0305,78.008,4,0.537,67
354,Green Day,Sweet 16,4538260,2012-09-24,0.000571,0.519,183813,0.96,3.88e-06,0,0.294,-3.352,1,0.0537,157.993,4,0.774,41
355,Everclear,Am Radio,517861,2015-03-23,0.162,0.47,242547,0.389,0.00718,9,0.225,-7.532,1,0.0725,82.365,3,0.524,53
356,Lionel Richie,Tonight Will Be Alright,528952,1986,0.0672,0.651,307413,0.816,0.00548,8,0.0524,-8.24,1,0.0279,125.199,4,0.72,18
357,Everclear,Sick And Tired,307670,2016-10-14,0.235,0.607,242498,0.759,0.0,11,0.357,-6.368,1,0.328,145.036,4,0.43,49
